n units 200,n units 500,n units 1000,n units 2000,True Effect
0.047799999999999954,0.08390000000000003,-0.11270999999999998,-0.05427500000000007,-0.06537599999999999
-0.04834999999999989,-0.5288600000000001,-0.2941099999999999,-0.008124999999999938,-0.06537599999999999
0.04425000000000001,-0.0007399999999999629,-0.09697,-0.09758,-0.06537599999999999
-0.64155,-0.0009000000000000119,0.07582,-0.036109999999999975,-0.06537599999999999
-0.11065000000000003,0.01760000000000006,-0.12359999999999993,0.081785,-0.06537599999999999
-0.3315,-0.1315400000000001,0.10850000000000004,0.08917000000000003,-0.06537599999999999
-0.29085000000000005,-0.13667999999999997,-0.24888,-0.10289999999999999,-0.06537599999999999
-0.041850000000000054,-0.20482,-0.32785,-0.0030799999999999716,-0.06537599999999999
-0.08940000000000003,0.20862000000000003,-0.10997999999999997,-0.112865,-0.06537599999999999
0.2279,-0.005260000000000042,-0.08664,0.03793500000000005,-0.06537599999999999
-0.1192,-0.09570000000000001,-0.09344999999999992,0.0014599999999999613,-0.06537599999999999
0.23370000000000002,-0.16414,-0.029669999999999974,-0.02230500000000002,-0.06537599999999999
0.04190000000000005,-0.2693,0.028529999999999944,0.12749,-0.06537599999999999
-0.11885000000000001,-0.1362000000000001,-0.09091000000000005,-0.02090000000000003,-0.06537599999999999
-0.05885000000000001,-0.31222,0.17586000000000007,-0.136285,-0.06537599999999999
0.14869999999999994,0.27502,0.0024699999999999722,0.04628500000000002,-0.06537599999999999
0.3255,-0.02947999999999995,-0.07745000000000002,-0.017100000000000004,-0.06537599999999999
-0.15009999999999998,-0.03749999999999998,0.08550999999999997,-0.05561999999999989,-0.06537599999999999
-0.03264999999999996,-0.28438,0.0817,-0.039630000000000054,-0.06537599999999999
0.13165000000000004,-0.11622000000000002,-0.19569000000000003,-0.06956499999999999,-0.06537599999999999
0.19619999999999999,0.011299999999999977,-0.21414,-0.14019500000000007,-0.06537599999999999
0.22,-0.035659999999999914,0.03412000000000004,0.052710000000000035,-0.06537599999999999
-0.11815000000000009,-0.02851999999999999,-0.13296000000000002,-0.021809999999999996,-0.06537599999999999
0.377,-0.10382000000000002,-0.14466999999999997,-0.301915,-0.06537599999999999
-0.31400000000000006,0.00381999999999999,0.08032,0.06709500000000002,-0.06537599999999999
0.28995,-0.015039999999999942,-0.20719,-0.14273000000000002,-0.06537599999999999
0.21365,-0.27336000000000005,-0.13549000000000003,-0.09549999999999992,-0.06537599999999999
-0.25395,0.11366000000000004,-0.16044000000000003,-0.070135,-0.06537599999999999
-0.02360000000000001,-0.11835999999999997,-0.013809999999999989,-0.06676499999999996,-0.06537599999999999
-0.14860000000000007,0.16310000000000002,0.026129999999999987,-0.05573499999999998,-0.06537599999999999
0.018900000000000028,-0.1891,-0.040200000000000014,-0.008360000000000034,-0.06537599999999999
0.12150000000000005,0.10366000000000003,0.13180999999999998,-0.14247999999999994,-0.06537599999999999
0.07169999999999999,-0.06222000000000005,-0.06901999999999997,-0.045255000000000045,-0.06537599999999999
-0.006399999999999961,0.131,0.16360999999999992,0.11205000000000004,-0.06537599999999999
-0.16674999999999995,0.045499999999999985,0.058010000000000006,-0.09233999999999998,-0.06537599999999999
-0.021900000000000003,0.29434000000000005,-0.12847000000000008,-0.17855500000000002,-0.06537599999999999
-0.21795,-0.19966000000000006,0.011069999999999913,-0.13071,-0.06537599999999999
0.0020000000000000018,-0.41892,0.027750000000000052,0.13587500000000008,-0.06537599999999999
0.0,-0.22368,0.18944000000000005,0.036799999999999944,-0.06537599999999999
-0.0007999999999999952,0.027699999999999947,0.15091999999999994,0.06337999999999999,-0.06537599999999999
-0.23085,-0.027719999999999967,0.19640000000000002,-0.15154500000000004,-0.06537599999999999
0.5804,0.016020000000000034,-0.11448999999999998,-0.10534999999999994,-0.06537599999999999
0.08755000000000002,-0.22576000000000002,0.06723999999999997,-0.17159000000000002,-0.06537599999999999
0.14649999999999996,0.025539999999999896,-0.05124999999999996,-0.06991499999999995,-0.06537599999999999
-0.02290000000000003,-0.029600000000000015,-0.21117999999999992,-0.07379000000000002,-0.06537599999999999
0.004699999999999982,-0.13632,-0.0014299999999999313,-0.04315000000000002,-0.06537599999999999
0.02289999999999992,-0.08955999999999997,-0.24952999999999997,-0.07123000000000002,-0.06537599999999999
0.04204999999999992,0.16038000000000002,-0.002749999999999919,-0.13589,-0.06537599999999999
0.1291,0.19664000000000004,0.13975000000000004,0.007714999999999916,-0.06537599999999999
0.3046,-0.20063999999999999,-0.09620000000000006,-0.05316500000000002,-0.06537599999999999
-0.08380000000000001,0.17302000000000006,0.04936000000000007,0.09329499999999996,-0.06537599999999999
0.006699999999999928,0.07639999999999997,-0.1325599999999999,0.054300000000000015,-0.06537599999999999
0.019500000000000017,-0.05920000000000003,-0.02440000000000009,-0.06670999999999999,-0.06537599999999999
0.19335000000000002,-0.3782,-0.1069,-0.15885000000000005,-0.06537599999999999
0.11934999999999996,-0.07089999999999996,-0.36382999999999993,-0.09746499999999991,-0.06537599999999999
0.10615000000000008,0.35128000000000004,0.08786000000000005,0.06452000000000002,-0.06537599999999999
-0.2693000000000001,-0.13083999999999996,0.12383000000000005,-0.11380000000000001,-0.06537599999999999
-0.29445,-0.09204000000000001,-0.15341999999999995,-0.013670000000000071,-0.06537599999999999
-0.19344999999999996,-0.01315999999999995,-0.10999999999999999,0.06419500000000006,-0.06537599999999999
-0.46605,-0.32098,-0.47350000000000003,0.131085,-0.06537599999999999
0.1126,-0.25142,0.29741,-0.11665000000000003,-0.06537599999999999
0.022749999999999937,-0.24478,-0.25918,0.032835,-0.06537599999999999
-0.44794999999999996,0.26248,0.10198000000000007,-0.0019500000000000073,-0.06537599999999999
0.15369999999999995,-0.24216,-0.18757000000000001,0.08291499999999996,-0.06537599999999999
-0.08599999999999997,0.02984000000000009,-0.07994999999999997,-0.10607,-0.06537599999999999
-0.06464999999999999,-0.16874,-0.11230000000000007,-0.19652000000000003,-0.06537599999999999
0.08374999999999999,0.09551999999999994,-0.06125999999999998,0.06330000000000002,-0.06537599999999999
-0.22194999999999998,0.04042000000000001,-0.16907000000000005,-0.10687499999999994,-0.06537599999999999
-0.10475,-0.04668,-0.10098000000000007,0.03130500000000003,-0.06537599999999999
0.009199999999999986,-0.23664000000000007,-0.24462000000000006,-0.05969000000000002,-0.06537599999999999
-0.05324999999999991,0.19864000000000004,-0.13449,0.021079999999999988,-0.06537599999999999
0.12644999999999995,-0.44126000000000004,-0.11426999999999998,-0.16075500000000004,-0.06537599999999999
-0.08035,0.23913999999999996,0.038290000000000046,0.012220000000000009,-0.06537599999999999
-0.15410000000000001,-0.47628,-0.10988999999999999,-0.08868999999999994,-0.06537599999999999
0.10899999999999999,0.06123999999999996,0.018869999999999942,-0.173195,-0.06537599999999999
-0.11165000000000003,-0.012800000000000034,-0.28613999999999995,-0.004404999999999992,-0.06537599999999999
-0.03964999999999996,0.16605999999999999,-0.08050999999999997,-0.08294000000000001,-0.06537599999999999
-0.4443,-0.08165999999999995,-0.35559,0.20173000000000008,-0.06537599999999999
0.022849999999999926,-0.019039999999999946,0.19787000000000005,0.008445000000000036,-0.06537599999999999
-0.11450000000000005,-0.41378000000000004,-0.28185999999999994,0.02852499999999991,-0.06537599999999999
0.3556,0.15705999999999998,-0.06894,-0.09238500000000005,-0.06537599999999999
0.05719999999999992,0.04189999999999999,0.16918,0.019440000000000013,-0.06537599999999999
0.30240000000000006,0.18081999999999998,0.10624,-0.02536000000000005,-0.06537599999999999
0.07885000000000009,0.08648,-0.18733000000000005,-0.041545000000000054,-0.06537599999999999
-0.016349999999999976,-0.30606,-0.09799999999999998,-0.15180500000000002,-0.06537599999999999
-0.10904999999999998,-0.27256,-0.08540999999999999,-0.19745999999999997,-0.06537599999999999
-0.19154999999999994,0.16258000000000006,0.03834000000000004,0.10936000000000001,-0.06537599999999999
0.14895000000000003,-0.01638000000000006,-0.06532000000000004,0.05524999999999991,-0.06537599999999999
-0.5162,0.13673999999999997,-0.13890000000000002,-0.07630000000000003,-0.06537599999999999
-0.01429999999999998,0.007359999999999922,-0.07001000000000002,-0.00841499999999995,-0.06537599999999999
-0.12160000000000001,-0.05718000000000001,-0.14846000000000004,-0.0018050000000000566,-0.06537599999999999
-0.05384999999999995,0.18984,-0.3244,-0.08958500000000003,-0.06537599999999999
0.018000000000000016,0.17472,-0.011129999999999973,0.16196,-0.06537599999999999
-0.11654999999999993,-0.07272,-0.14281999999999995,-0.052254999999999996,-0.06537599999999999
-0.020900000000000002,-0.06032000000000001,0.05797000000000008,0.03734499999999996,-0.06537599999999999
0.24555000000000005,0.03637999999999997,-0.08275999999999994,-0.05705500000000002,-0.06537599999999999
0.22349999999999998,-0.040919999999999956,-0.07086999999999999,-0.10614000000000001,-0.06537599999999999
-0.36174999999999996,0.38898,0.056999999999999995,-0.151015,-0.06537599999999999
-0.023800000000000043,0.18562,-0.054410000000000014,0.07176000000000005,-0.06537599999999999
-0.03049999999999997,0.08473999999999993,0.08278000000000002,-0.07274499999999995,-0.06537599999999999
